entry_idx,side,entry_price,exit_price,qty,pl,outcome,ambiguous_exit_rows,is_oos,rr,wfa_window,test_year,cumulative_pl
181,BUY,20008.826202647382,20185.341177475813,1,11473.473363848025,TIMEOUT,0,False,1.3333333333333364,1,2022,599318.8777790568
182,BUY,19788.279924616803,20252.185458926637,1,30153.859730139175,TARGET,0,False,1.3333333333333304,1,2022,629472.7375091959
183,BUY,20098.070641311388,19838.47305780563,1,-16873.842927874266,TIMEOUT,0,False,1.3333333333333304,1,2022,612598.8945813216
184,BUY,20285.319465113655,19782.112292703496,1,-32708.466206660323,STOP,0,False,1.3333333333333248,1,2022,579890.4283746612
185,BUY,20250.668465119394,19757.811138110843,1,-32035.7262555558,STOP,0,False,1.3333333333333333,1,2022,547854.7021191055
186,BUY,20266.24434852782,19819.762440469472,1,-29021.324023792586,STOP,0,False,1.33333333333333,1,2022,518833.3780953129
187,BUY,20318.676548465788,19875.146636965517,1,-28829.444247517604,STOP,0,False,1.33333333333333,1,2022,490003.9338477953
188,BUY,19917.985975872984,19475.931240067253,1,-28733.55782737246,STOP,0,False,1.33333333333333,1,2022,461270.37602042285
189,BUY,19878.75090652813,19437.826106792876,1,-28660.111982791514,STOP,0,False,1.3333333333333233,1,2022,432610.26403763134
190,BUY,19753.516479850896,19839.557947431298,1,5592.695392726146,TIMEOUT,0,False,1.3333333333333433,1,2022,438202.9594303575
191,BUY,19566.42965405542,19987.556121709673,1,27373.220397526402,TARGET,0,False,1.3333333333333302,1,2022,465576.1798278839
192,BUY,19521.263787144504,19933.58636717713,1,26800.96770212065,TARGET,0,False,1.3333333333333302,1,2022,492377.14753000456
193,BUY,19885.308392730127,20331.759040429682,1,29019.29210047112,TARGET,0,False,1.3333333333333395,1,2022,521396.43963047565
194,BUY,20023.160247788328,20471.6838581178,1,29154.034671415793,TARGET,0,False,1.3333333333333364,1,2022,550550.4743018914
195,BUY,19919.07521375367,20392.887300700484,1,30797.785651542963,TARGET,0,False,1.3333333333333275,1,2022,581348.2599534343
196,BUY,20043.47478958947,20500.535689091143,1,29708.95846760879,TARGET,0,False,1.3333333333333364,1,2022,611057.2184210431
197,BUY,20336.091386096417,20597.867739647125,1,17015.462980795983,TIMEOUT,0,False,1.3333333333333364,1,2022,628072.6814018391
198,BUY,20535.262801761954,20977.874501575086,1,28769.760487853637,TARGET,0,False,1.3333333333333426,1,2022,656842.4418896928
199,BUY,20557.7880313258,20936.440658098923,1,24612.420740253074,TIMEOUT,0,False,1.3333333333333304,1,2022,681454.8626299459
200,BUY,20435.436577612516,20918.61936787605,1,31406.881367129718,TARGET,0,False,1.3333333333333333,1,2022,712861.7439970756
201,BUY,20588.912734503912,21083.79282049197,1,32167.20558922374,TARGET,0,False,1.333333333333339,1,2022,745028.9495862994
202,BUY,20680.424323773965,21140.318009284652,1,29893.089558194697,TARGET,0,False,1.3333333333333424,1,2022,774922.0391444941
203,BUY,20876.820994206853,21345.556228991365,1,30467.79026099326,TARGET,0,False,1.3333333333333333,1,2022,805389.8294054874
204,BUY,21020.354247910946,21481.84215115119,1,29996.713710615986,TARGET,0,False,1.3333333333333275,1,2022,835386.5431161034
205,BUY,21252.759491386747,21721.338915143744,1,30457.662544204813,TARGET,0,False,1.3333333333333361,1,2022,865844.2056603082
206,BUY,21149.88341623083,21636.300899395705,1,31617.13640571683,TARGET,0,False,1.333333333333342,1,2022,897461.3420660251
207,BUY,21441.07197739781,21908.717125079143,1,30396.934599286742,TARGET,0,False,1.3333333333333361,1,2022,927858.2766653119
208,BUY,21494.225763983202,21971.908441638494,1,31049.374047593956,TARGET,0,False,1.3333333333333277,1,2022,958907.6507129058
209,BUY,21955.922890312606,21947.006731722988,1,-579.5503083251788,TIMEOUT,0,False,1.3333333333333306,1,2022,958328.1004045806
210,BUY,21816.030868516118,21887.753720344062,1,4661.985368816386,TIMEOUT,0,False,1.3333333333333306,1,2022,962990.085773397
211,BUY,22209.15738226758,21991.78443912634,1,-14129.24130418056,TIMEOUT,0,False,1.3333333333333413,1,2022,948860.8444692164
212,BUY,22264.284583238117,22118.122694554655,1,-9500.52276442504,TIMEOUT,0,False,1.3333333333333333,1,2022,939360.3217047914
213,BUY,22130.785014991387,22002.592864040547,1,-8332.489811804553,TIMEOUT,0,False,1.333333333333336,1,2022,931027.8318929868
214,BUY,22034.970686559554,22008.23624229644,1,-1737.7388771024562,TIMEOUT,0,False,1.3333333333333306,1,2022,929290.0930158843
215,BUY,21975.480188161073,22468.944817420102,1,32075.200901836924,TARGET,0,False,1.3333333333333277,1,2022,961365.2939177213
216,BUY,22079.927863732057,22560.287547261414,1,31223.379429408233,TARGET,0,False,1.333333333333342,1,2022,992588.6733471295
217,BUY,22206.77248491359,22677.57844529684,1,30602.387424911358,TARGET,0,False,1.3333333333333304,1,2022,1023191.0607720409
218,BUY,22090.779608986602,22565.65203633351,1,30866.707777549072,TARGET,0,False,1.3333333333333361,1,2022,1054057.76854959
219,BUY,22096.44560599302,22563.200219477298,1,30339.049876478057,TARGET,0,False,1.3333333333333333,1,2022,1084396.818426068
