signal_timestamp,theoretical_entry,paper_fill,expected_R,realized_R,MFE
2022-08-04 14:00:00,150.0,150.43,-1.0,-1.06,22.3
2022-08-04 14:15:00,150.0,150.51,-1.0,-1.08,3.15
2022-08-04 14:30:00,150.0,150.52,-1.0,-1.14,0.0
2022-08-19 11:00:00,150.0,150.54,2.0,1.95,42.6
2022-08-19 11:15:00,150.0,150.43,2.0,1.97,58.48
2022-08-19 11:30:00,150.0,150.5,2.0,1.96,55.93
2022-08-19 11:45:00,150.0,150.41,0.5,0.47,38.42
2022-08-19 12:00:00,150.0,150.48,2.0,1.9,19.52
2022-08-19 12:15:00,150.0,150.47,2.0,1.81,11.27
2022-08-19 12:30:00,150.0,150.46,-1.0,-1.03,8.02
2022-08-19 12:45:00,150.0,150.45,-1.0,-1.1,8.8
2022-08-19 13:00:00,150.0,150.44,-1.0,-1.07,0.0
2022-08-19 13:15:00,150.0,150.42,-1.0,-1.17,0.0
2022-08-19 13:30:00,150.0,150.52,2.0,1.85,17.75
2022-08-19 13:45:00,150.0,150.43,0.37,0.32,31.75
2022-08-19 14:00:00,150.0,150.47,-1.0,-1.06,19.85
2022-08-19 14:15:00,150.0,150.46,-1.0,-1.17,0.0
2022-08-19 14:30:00,150.0,150.41,2.0,1.84,11.18
2022-08-30 10:30:00,150.0,150.43,2.0,1.9,17.18
2022-08-30 10:45:00,150.0,150.46,2.0,1.95,38.88
2022-08-30 11:00:00,150.0,150.51,2.0,1.82,14.02
2022-08-30 11:15:00,150.0,150.41,2.0,1.93,23.88
2022-08-30 11:30:00,150.0,150.53,2.0,1.8,12.68
2022-08-30 11:45:00,150.0,150.49,2.0,1.89,18.38
2022-08-30 12:00:00,150.0,150.5,2.0,1.91,21.35
2022-08-30 12:15:00,150.0,150.52,2.0,1.91,25.55
2022-08-30 12:30:00,150.0,150.53,2.0,1.85,14.8
2022-08-30 12:45:00,150.0,150.51,2.0,1.83,12.78
2022-08-30 13:00:00,150.0,150.46,2.0,1.91,20.9
2022-08-30 13:15:00,150.0,150.4,2.0,1.9,17.48
2022-08-30 13:30:00,150.0,150.45,2.0,1.82,11.2
2022-08-30 13:45:00,150.0,150.47,2.0,1.94,31.27
2022-08-30 14:00:00,150.0,150.54,2.0,1.85,15.0
2022-08-30 14:15:00,150.0,150.54,2.0,1.85,16.55
2022-08-30 14:30:00,150.0,150.49,2.0,1.93,29.33
2022-09-14 11:15:00,150.0,150.4,2.0,1.87,12.62
2022-09-14 11:30:00,150.0,150.51,2.0,1.79,10.85
2022-09-14 11:45:00,150.0,150.44,2.0,1.94,29.17
2022-09-14 12:00:00,150.0,150.49,2.0,1.89,18.07
2022-09-14 12:15:00,150.0,150.55,2.0,1.87,18.05
2022-09-14 12:30:00,150.0,150.49,2.0,1.87,17.15
2022-09-14 12:45:00,150.0,150.52,-1.0,-1.08,2.68
2022-09-14 13:00:00,150.0,150.45,2.0,1.82,11.75
2022-09-14 13:15:00,150.0,150.52,-1.0,-1.05,4.73
2022-09-14 13:30:00,150.0,150.43,-1.0,-1.17,8.2
2022-09-14 13:45:00,150.0,150.55,-1.0,-1.22,0.0
2022-09-14 14:00:00,150.0,150.44,2.0,1.89,16.88
2022-09-14 14:15:00,150.0,150.43,-1.0,-1.03,9.25
2022-09-14 14:30:00,150.0,150.52,-1.0,-1.08,0.0
2022-09-16 13:00:00,150.0,150.45,2.0,1.91,21.9
2022-09-16 13:15:00,150.0,150.53,1.19,1.15,50.98
2022-09-16 13:30:00,150.0,150.45,2.0,1.82,13.92
2022-09-16 13:45:00,150.0,150.46,-1.0,-1.05,33.1
2022-09-16 14:00:00,150.0,150.49,2.0,1.93,27.6
2022-09-16 14:15:00,150.0,150.4,-1.0,-1.05,12.42
2022-09-16 14:30:00,150.0,150.53,-1.0,-1.21,0.0
2022-09-23 10:45:00,150.0,150.42,2.0,1.96,43.23
2022-09-23 12:15:00,150.0,150.49,2.0,1.94,35.27
2022-09-23 12:45:00,150.0,150.5,2.0,1.96,50.52
2022-09-23 13:00:00,150.0,150.52,2.0,1.79,11.32
2022-09-23 13:15:00,150.0,150.45,-1.0,-1.11,0.95
2022-09-23 13:30:00,150.0,150.4,2.0,1.94,34.67
2022-09-23 13:45:00,150.0,150.45,1.01,0.97,38.73
2022-09-23 14:00:00,150.0,150.54,2.0,1.85,15.15
2022-09-23 14:15:00,150.0,150.52,2.0,1.79,12.08
2022-09-23 14:30:00,150.0,150.47,-0.01,-0.04,15.6
2022-09-29 10:30:00,150.0,150.41,2.0,1.96,39.55
2022-09-29 10:45:00,150.0,150.55,-1.0,-1.16,3.73
2022-09-29 11:15:00,150.0,150.54,2.0,1.95,42.3
2022-09-29 11:30:00,150.0,150.5,2.0,1.8,13.35
2022-09-29 11:45:00,150.0,150.5,2.0,1.89,20.42
2022-09-29 12:00:00,150.0,150.45,1.03,0.99,44.57
2022-09-29 12:15:00,150.0,150.42,-1.0,-1.17,7.73
2022-09-29 12:30:00,150.0,150.44,2.0,1.85,12.57
2022-09-29 12:45:00,150.0,150.55,2.0,1.94,41.25
2022-09-29 13:00:00,150.0,150.47,-1.0,-1.06,24.8
2022-09-29 13:15:00,150.0,150.54,-1.0,-1.09,13.05
2022-09-29 13:30:00,150.0,150.44,-1.0,-1.18,9.6
2022-09-29 13:45:00,150.0,150.4,-1.0,-1.07,5.52
2022-09-29 14:00:00,150.0,150.5,-1.0,-1.06,8.0
2022-09-29 14:15:00,150.0,150.46,2.0,1.81,10.55
2022-09-29 14:30:00,150.0,150.45,-1.0,-1.18,7.65
2022-09-30 10:15:00,150.0,150.55,2.0,1.98,99.45
2022-09-30 10:30:00,150.0,150.55,2.0,1.86,16.27
2022-09-30 10:45:00,150.0,150.48,2.0,1.98,79.92
2022-09-30 11:00:00,150.0,150.49,-1.0,-1.16,10.55
2022-09-30 11:15:00,150.0,150.45,2.0,1.95,33.67
2022-09-30 11:30:00,150.0,150.42,2.0,1.83,10.92
2022-09-30 11:45:00,150.0,150.51,2.0,1.95,38.73
2022-09-30 12:00:00,150.0,150.46,2.0,1.95,42.15
2022-09-30 12:15:00,150.0,150.54,2.0,1.84,15.45
2022-09-30 12:30:00,150.0,150.52,2.0,1.94,36.35
2022-09-30 12:45:00,150.0,150.5,-0.2,-0.24,49.75
2022-09-30 13:00:00,150.0,150.52,-1.0,-1.14,6.77
2022-09-30 13:15:00,150.0,150.46,2.0,1.82,10.73
2022-09-30 13:30:00,150.0,150.53,2.0,1.91,23.25
2022-09-30 13:45:00,150.0,150.54,-1.0,-1.07,30.6
2022-09-30 14:00:00,150.0,150.42,2.0,1.89,17.98
2022-09-30 14:15:00,150.0,150.49,-1.0,-1.06,11.62
2022-09-30 14:30:00,150.0,150.54,-1.0,-1.15,0.0
2022-10-03 10:30:00,150.0,150.42,-1.0,-1.04,8.85
2022-10-03 10:45:00,150.0,150.41,2.0,1.83,11.08
2022-10-03 11:00:00,150.0,150.44,-1.0,-1.15,8.8
2022-10-03 14:00:00,150.0,150.51,2.0,1.95,44.98
2022-10-03 14:15:00,150.0,150.47,2.0,1.95,40.95
2022-10-03 14:30:00,150.0,150.53,2.0,1.93,30.3
2022-10-11 10:30:00,150.0,150.52,-1.0,-1.04,8.35
2022-10-11 11:00:00,150.0,150.53,-1.0,-1.09,2.72
2022-10-11 11:15:00,150.0,150.52,-1.0,-1.14,1.25
2022-10-11 12:30:00,150.0,150.41,2.0,1.97,61.52
2022-10-11 12:45:00,150.0,150.5,-1.0,-1.05,0.0
2022-10-11 13:15:00,150.0,150.41,2.0,1.96,41.68
2022-10-11 13:30:00,150.0,150.46,-1.0,-1.19,9.48
2022-10-11 13:45:00,150.0,150.5,2.0,1.84,12.58
2022-10-11 14:00:00,150.0,150.45,2.0,1.91,21.38
2022-10-11 14:15:00,150.0,150.4,2.0,1.84,13.5
2022-10-11 14:30:00,150.0,150.47,2.0,1.96,53.7
2022-12-15 10:15:00,150.0,150.49,-1.0,-1.11,0.5
2022-12-15 11:30:00,150.0,150.41,2.0,1.86,12.02
2022-12-15 12:00:00,150.0,150.43,2.0,1.9,18.42
2022-12-15 12:15:00,150.0,150.51,2.0,1.8,11.1
2022-12-15 12:30:00,150.0,150.42,2.0,1.87,12.8
2022-12-15 12:45:00,150.0,150.41,2.0,1.89,18.1
2022-12-15 13:00:00,150.0,150.45,-1.0,-1.14,0.0
2022-12-15 13:15:00,150.0,150.42,2.0,1.9,19.93
2022-12-15 13:30:00,150.0,150.42,-1.0,-1.17,0.08
2022-12-15 13:45:00,150.0,150.51,2.0,1.8,10.6
2022-12-15 14:00:00,150.0,150.41,-1.0,-1.08,2.55
2022-12-15 14:15:00,150.0,150.54,2.0,1.78,12.3
2022-12-15 14:30:00,150.0,150.43,2.0,1.94,32.45
2022-12-21 10:30:00,150.0,150.53,2.0,1.96,61.48
2022-12-21 10:45:00,150.0,150.45,-1.0,-1.18,8.68
2022-12-21 11:00:00,150.0,150.46,-1.0,-1.12,4.73
2022-12-21 11:15:00,150.0,150.52,-1.0,-1.21,4.65
2022-12-21 11:30:00,150.0,150.44,-1.0,-1.18,1.77
2022-12-21 12:00:00,150.0,150.54,2.0,1.89,20.95
2022-12-21 12:15:00,150.0,150.44,2.0,1.96,40.0
2022-12-21 12:30:00,150.0,150.46,2.0,1.87,17.35
2022-12-21 12:45:00,150.0,150.53,2.0,1.89,22.8
2022-12-21 13:00:00,150.0,150.41,-1.0,-1.05,0.0
2022-12-21 13:15:00,150.0,150.53,2.0,1.79,10.85
2022-12-21 13:30:00,150.0,150.47,2.0,1.94,33.17
2022-12-21 13:45:00,150.0,150.51,2.0,1.87,24.25
2022-12-21 14:00:00,150.0,150.49,-1.0,-1.02,10.38
2022-12-21 14:15:00,150.0,150.52,-1.0,-1.08,18.65
2022-12-21 14:30:00,150.0,150.52,-1.0,-1.21,8.38
2022-12-23 10:15:00,150.0,150.43,2.0,1.93,23.55
2022-12-23 10:30:00,150.0,150.54,-1.0,-1.06,0.0
2022-12-23 10:45:00,150.0,150.47,-1.0,-1.16,0.85
2022-12-23 11:00:00,150.0,150.5,-1.0,-1.2,0.0
2022-12-23 11:15:00,150.0,150.5,2.0,1.8,11.2
2022-12-23 11:30:00,150.0,150.51,2.0,1.95,46.35
2022-12-23 11:45:00,150.0,150.51,-1.0,-1.06,13.62
2022-12-23 12:00:00,150.0,150.5,-1.0,-1.12,0.0
2022-12-23 12:15:00,150.0,150.41,-1.0,-1.16,6.7
2022-12-23 12:30:00,150.0,150.54,2.0,1.78,11.8
2022-12-23 12:45:00,150.0,150.43,2.0,1.9,19.15
2022-12-23 13:00:00,150.0,150.48,2.0,1.93,28.12
2022-12-23 13:15:00,150.0,150.42,2.0,1.93,24.5
2022-12-23 13:30:00,150.0,150.44,2.0,1.82,12.83
2022-12-23 13:45:00,150.0,150.54,0.79,0.75,36.82
2022-12-23 14:00:00,150.0,150.51,2.0,1.82,11.38
2022-12-23 14:15:00,150.0,150.53,-1.0,-1.07,2.08
2022-12-23 14:30:00,150.0,150.48,-1.0,-1.19,1.4
2022-12-26 11:00:00,150.0,150.54,2.0,1.92,30.92
2022-12-26 11:30:00,150.0,150.53,2.0,1.89,19.05
2022-12-26 11:45:00,150.0,150.5,-1.0,-1.06,3.98
2022-12-26 12:00:00,150.0,150.48,-1.0,-1.19,6.83
2022-12-26 12:15:00,150.0,150.49,-1.0,-1.14,2.58
2022-12-26 12:30:00,150.0,150.52,-1.0,-1.21,0.0
2022-12-26 12:45:00,150.0,150.46,2.0,1.88,15.0
2022-12-26 13:00:00,150.0,150.49,2.0,1.9,20.02
2022-12-26 13:15:00,150.0,150.53,-1.0,-1.19,3.2
2022-12-26 13:30:00,150.0,150.53,2.0,1.8,11.9
2022-12-26 13:45:00,150.0,150.49,-1.0,-1.1,1.75
2022-12-26 14:00:00,150.0,150.41,2.0,1.84,10.05
2022-12-26 14:15:00,150.0,150.53,2.0,1.92,27.8
2022-12-26 14:30:00,150.0,150.5,2.0,1.92,26.0
2023-01-06 10:15:00,150.0,150.47,2.0,1.92,23.75
2023-01-06 10:30:00,150.0,150.4,2.0,1.93,23.8
2023-01-06 10:45:00,150.0,150.47,-1.0,-1.13,2.5
2023-01-06 11:00:00,150.0,150.48,2.0,1.9,21.8
2023-01-06 11:15:00,150.0,150.41,-1.0,-1.09,4.97
2023-01-06 11:30:00,150.0,150.41,-1.0,-1.08,0.0
2023-01-06 11:45:00,150.0,150.51,2.0,1.8,10.6
2023-01-06 12:00:00,150.0,150.49,2.0,1.81,10.32
2023-01-06 12:15:00,150.0,150.4,2.0,1.93,22.88
2023-01-06 12:30:00,150.0,150.52,2.0,1.93,28.45
2023-01-06 12:45:00,150.0,150.44,2.0,1.95,35.07
2023-01-06 13:00:00,150.0,150.41,-1.0,-1.05,24.88
2023-01-06 13:15:00,150.0,150.45,-1.0,-1.09,17.77
2023-01-06 13:30:00,150.0,150.52,-1.0,-1.06,0.0
2023-01-06 13:45:00,150.0,150.47,-1.0,-1.19,0.0
2023-01-06 14:00:00,150.0,150.44,-1.0,-1.15,0.0
2023-01-06 14:15:00,150.0,150.47,-1.0,-1.06,11.52
2023-01-06 14:30:00,150.0,150.47,-1.0,-1.17,9.68
2023-01-10 10:45:00,150.0,150.51,2.0,1.94,35.92
2023-01-10 11:00:00,150.0,150.45,2.0,1.82,12.38
2023-01-10 11:15:00,150.0,150.53,-1.0,-1.11,13.38
2023-01-10 11:30:00,150.0,150.45,-1.0,-1.08,6.9
2023-01-10 11:45:00,150.0,150.4,-1.0,-1.16,0.0
2023-01-10 12:00:00,150.0,150.53,-1.0,-1.21,0.0
2023-01-10 12:15:00,150.0,150.45,-1.0,-1.18,6.5
2023-01-10 12:30:00,150.0,150.51,2.0,1.8,10.05
2023-01-10 12:45:00,150.0,150.53,-0.28,-0.31,23.08
2023-01-10 13:00:00,150.0,150.44,-1.0,-1.07,0.0
2023-01-10 13:15:00,150.0,150.5,-1.0,-1.1,15.1
2023-01-10 13:30:00,150.0,150.45,2.0,1.82,12.75
2023-01-10 13:45:00,150.0,150.44,-1.0,-1.05,0.62
2023-01-10 14:00:00,150.0,150.42,-1.0,-1.17,4.9
2023-01-10 14:15:00,150.0,150.41,2.0,1.9,17.52
2023-01-10 14:30:00,150.0,150.48,-1.0,-1.05,8.83
2023-01-27 10:15:00,150.0,150.43,-1.0,-1.03,8.67
2023-01-27 10:30:00,150.0,150.42,-1.0,-1.05,10.2
2023-01-27 11:00:00,150.0,150.51,2.0,1.94,33.15
2023-01-27 11:15:00,150.0,150.47,2.0,1.91,23.0
2023-01-27 11:30:00,150.0,150.52,2.0,1.92,30.52
2023-01-27 11:45:00,150.0,150.46,2.0,1.91,23.92
2023-01-27 12:00:00,150.0,150.52,2.0,1.79,13.55
2023-01-27 12:15:00,150.0,150.52,2.0,1.95,40.57
2023-01-27 12:30:00,150.0,150.51,2.0,1.94,36.4
2023-01-27 12:45:00,150.0,150.4,-1.0,-1.04,18.27
2023-01-27 13:00:00,150.0,150.53,-1.0,-1.11,0.0
2023-01-27 13:15:00,150.0,150.46,-1.0,-1.1,13.45
2023-01-27 13:30:00,150.0,150.5,-1.0,-1.04,28.57
2023-01-27 13:45:00,150.0,150.44,2.0,1.82,10.52
2023-01-27 14:00:00,150.0,150.52,-1.0,-1.07,23.9
2023-01-27 14:15:00,150.0,150.45,-1.0,-1.04,6.38
2023-01-27 14:30:00,150.0,150.41,-1.0,-1.09,0.0
2023-01-30 14:00:00,150.0,150.53,-1.0,-1.08,0.17
2023-02-01 12:30:00,150.0,150.52,-1.0,-1.02,56.55
2023-02-01 12:45:00,150.0,150.52,-1.0,-1.05,34.05
2023-02-01 13:00:00,150.0,150.5,-1.0,-1.03,1.38
2023-02-01 13:15:00,150.0,150.53,-1.0,-1.21,4.4
2023-02-01 13:45:00,150.0,150.47,2.0,1.98,117.95
2023-02-01 14:00:00,150.0,150.49,2.0,1.98,112.1
2023-02-01 14:15:00,150.0,150.52,2.0,1.95,52.73
2023-02-01 14:30:00,150.0,150.44,2.0,1.98,95.12
2023-02-03 10:30:00,150.0,150.48,-1.0,-1.04,28.88
2023-02-03 10:45:00,150.0,150.42,-1.0,-1.03,0.0
2023-02-03 11:00:00,150.0,150.44,-1.0,-1.07,23.27
2023-02-03 11:15:00,150.0,150.55,2.0,1.88,19.4
2023-02-03 11:30:00,150.0,150.42,-1.0,-1.04,7.4
2023-02-03 11:45:00,150.0,150.54,-1.0,-1.22,0.0
2023-02-03 13:45:00,150.0,150.41,2.0,1.97,53.35
2023-02-03 14:00:00,150.0,150.42,2.0,1.94,29.47
2023-02-03 14:15:00,150.0,150.44,2.0,1.88,15.95
2023-02-03 14:30:00,150.0,150.46,1.29,1.25,35.97
2023-03-13 11:45:00,150.0,150.44,2.0,1.94,35.5
2023-03-13 12:00:00,150.0,150.55,2.0,1.78,10.25
2023-03-13 12:15:00,150.0,150.54,2.0,1.92,32.1
2023-03-13 12:30:00,150.0,150.53,2.0,1.92,26.92
2023-03-13 12:45:00,150.0,150.51,2.0,1.96,48.07
2023-03-13 13:00:00,150.0,150.43,-1.0,-1.05,0.0
2023-03-13 13:15:00,150.0,150.43,-1.0,-1.1,0.0
2023-03-13 13:30:00,150.0,150.42,2.0,1.95,35.25
2023-03-13 13:45:00,150.0,150.53,2.0,1.95,41.47
2023-03-13 14:00:00,150.0,150.51,2.0,1.93,34.67
2023-03-13 14:15:00,150.0,150.49,0.95,0.91,37.65
2023-03-13 14:30:00,150.0,150.41,2.0,1.93,28.65
2023-03-14 10:30:00,150.0,150.42,-1.0,-1.04,24.3
2023-03-14 10:45:00,150.0,150.51,-1.0,-1.2,0.0
2023-03-14 11:00:00,150.0,150.49,-1.0,-1.05,23.1
2023-03-14 11:15:00,150.0,150.42,-1.0,-1.06,8.17
2023-03-14 11:30:00,150.0,150.42,-1.0,-1.17,4.95
2023-03-14 11:45:00,150.0,150.5,-1.0,-1.11,14.22
2023-03-14 12:00:00,150.0,150.49,-1.0,-1.11,5.98
2023-03-14 12:15:00,150.0,150.54,-1.0,-1.21,4.9
2023-03-14 12:45:00,150.0,150.54,0.59,0.56,58.35
2023-03-14 13:00:00,150.0,150.47,-0.0,-0.04,34.45
2023-03-14 13:15:00,150.0,150.54,-1.0,-1.09,14.7
2023-03-14 13:30:00,150.0,150.5,-1.0,-1.2,0.0
2023-03-14 13:45:00,150.0,150.43,2.0,1.93,26.48
2023-03-14 14:00:00,150.0,150.43,-1.0,-1.05,16.58
2023-03-14 14:15:00,150.0,150.45,-1.0,-1.06,11.0
2023-03-14 14:30:00,150.0,150.42,2.0,1.85,11.5
2023-03-15 10:45:00,150.0,150.51,-1.0,-1.06,12.42
2023-03-15 11:00:00,150.0,150.47,2.0,1.81,10.17
2023-03-15 11:15:00,150.0,150.44,-1.0,-1.13,0.15
2023-03-15 12:00:00,150.0,150.45,2.0,1.92,23.0
2023-03-15 12:15:00,150.0,150.46,2.0,1.93,28.5
2023-03-15 12:30:00,150.0,150.46,2.0,1.91,22.95
2023-03-15 12:45:00,150.0,150.49,2.0,1.8,12.67
2023-03-15 13:00:00,150.0,150.54,2.0,1.95,44.73
2023-03-15 13:15:00,150.0,150.49,-1.0,-1.09,4.65
2023-03-15 13:30:00,150.0,150.44,-1.0,-1.18,6.6
2023-03-15 13:45:00,150.0,150.55,2.0,1.78,10.42
2023-03-15 14:00:00,150.0,150.45,1.34,1.3,34.95
2023-03-15 14:15:00,150.0,150.51,2.0,1.87,16.27
2023-03-15 14:30:00,150.0,150.53,2.0,1.93,31.6
2023-03-20 10:30:00,150.0,150.43,-1.0,-1.1,5.77
2023-03-20 10:45:00,150.0,150.45,-1.0,-1.13,3.6
2023-03-20 12:00:00,150.0,150.43,-1.0,-1.03,24.95
2023-03-20 12:15:00,150.0,150.47,-1.0,-1.06,18.33
2023-03-20 12:30:00,150.0,150.41,-1.0,-1.07,4.48
2023-03-20 12:45:00,150.0,150.41,2.0,1.84,12.02
2023-03-20 13:00:00,150.0,150.41,-1.0,-1.04,6.75
2023-03-20 13:15:00,150.0,150.42,2.0,1.83,10.15
2023-03-20 13:30:00,150.0,150.41,-1.0,-1.17,0.0
2023-03-20 13:45:00,150.0,150.45,-1.0,-1.04,5.3
2023-03-20 14:00:00,150.0,150.4,-1.0,-1.08,1.68
2023-03-20 14:15:00,150.0,150.52,-1.0,-1.21,8.52
2023-09-28 11:15:00,150.0,150.46,2.0,1.95,42.4
2023-09-28 11:30:00,150.0,150.49,2.0,1.93,31.25
2023-09-28 11:45:00,150.0,150.49,-1.0,-1.13,0.0
2023-09-28 12:00:00,150.0,150.49,2.0,1.93,27.15
2023-09-28 12:15:00,150.0,150.48,2.0,1.81,10.02
2023-09-28 12:30:00,150.0,150.54,2.0,1.89,21.3
2023-09-28 12:45:00,150.0,150.41,2.0,1.88,17.57
2023-09-28 13:00:00,150.0,150.44,2.0,1.82,10.33
2023-09-28 13:15:00,150.0,150.46,2.0,1.94,29.38
2023-09-28 13:30:00,150.0,150.52,2.0,1.92,28.3
2023-09-28 13:45:00,150.0,150.53,2.0,1.79,10.0
2023-09-28 14:00:00,150.0,150.41,2.0,1.93,24.77
2023-09-28 14:15:00,150.0,150.5,-1.0,-1.16,0.0
2023-09-28 14:30:00,150.0,150.48,0.81,0.75,26.45
2023-10-23 10:15:00,150.0,150.49,2.0,1.97,60.05
2023-10-23 10:30:00,150.0,150.43,-1.0,-1.1,5.3
2023-10-23 10:45:00,150.0,150.45,-1.0,-1.15,2.62
2023-10-23 11:00:00,150.0,150.4,2.0,1.84,10.23
2023-10-23 11:15:00,150.0,150.55,2.0,1.78,11.0
2023-10-23 11:30:00,150.0,150.49,2.0,1.8,10.7
2023-10-23 11:45:00,150.0,150.41,-1.0,-1.1,9.3
2023-10-23 12:00:00,150.0,150.47,2.0,1.81,10.48
2023-10-23 12:15:00,150.0,150.41,2.0,1.92,21.97
2023-10-23 12:30:00,150.0,150.45,2.0,1.82,10.15
2023-10-23 12:45:00,150.0,150.46,2.0,1.81,10.5
2023-10-23 13:00:00,150.0,150.5,2.0,1.8,10.48
2023-10-23 13:15:00,150.0,150.52,2.0,1.9,21.57
2023-10-23 13:30:00,150.0,150.51,2.0,1.84,14.12
2023-10-23 13:45:00,150.0,150.5,-1.0,-1.12,0.0
2023-10-23 14:00:00,150.0,150.47,2.0,1.81,11.35
2023-10-23 14:15:00,150.0,150.46,2.0,1.81,11.65
2023-10-23 14:30:00,150.0,150.41,2.0,1.84,10.57
2023-10-25 11:30:00,150.0,150.53,2.0,1.91,24.98
2023-10-25 11:45:00,150.0,150.48,2.0,1.96,50.75
2023-10-25 12:00:00,150.0,150.45,2.0,1.82,10.23
2023-10-25 12:15:00,150.0,150.45,2.0,1.92,22.8
2023-10-25 12:30:00,150.0,150.5,2.0,1.93,30.45
2023-10-25 12:45:00,150.0,150.53,0.16,0.13,34.6
2023-10-25 13:00:00,150.0,150.41,-1.0,-1.02,8.32
2023-10-25 13:15:00,150.0,150.53,-1.0,-1.06,0.0
2023-10-25 13:30:00,150.0,150.51,-1.0,-1.2,0.0
2023-10-25 13:45:00,150.0,150.47,-1.0,-1.07,7.9
2023-10-25 14:00:00,150.0,150.48,-1.0,-1.19,7.88
2023-10-25 14:15:00,150.0,150.47,2.0,1.81,10.07
2023-10-25 14:30:00,150.0,150.45,0.4,0.34,13.77
2023-12-20 11:45:00,150.0,150.45,2.0,1.94,29.32
2023-12-20 12:00:00,150.0,150.54,-1.0,-1.22,4.3
2023-12-20 12:30:00,150.0,150.54,-1.0,-1.1,3.92
2023-12-20 12:45:00,150.0,150.49,-1.0,-1.2,1.68
2023-12-20 13:00:00,150.0,150.41,2.0,1.9,17.9
2023-12-20 13:15:00,150.0,150.51,2.0,1.96,49.65
2023-12-20 13:30:00,150.0,150.46,2.0,1.97,73.75
2023-12-20 13:45:00,150.0,150.5,2.0,1.8,10.25
2023-12-20 14:00:00,150.0,150.5,2.0,1.97,66.98
2023-12-20 14:15:00,150.0,150.55,2.0,1.97,71.75
2023-12-20 14:30:00,150.0,150.46,2.0,1.92,23.92
2023-12-21 10:15:00,150.0,150.44,2.0,1.97,64.32
2023-12-21 10:30:00,150.0,150.53,-1.0,-1.21,0.0
2023-12-21 10:45:00,150.0,150.53,1.26,1.24,61.32
2023-12-21 11:00:00,150.0,150.51,-1.0,-1.07,11.47
2023-12-21 11:15:00,150.0,150.52,-1.0,-1.11,0.0
2023-12-21 11:30:00,150.0,150.43,2.0,1.93,25.12
2023-12-21 11:45:00,150.0,150.47,2.0,1.9,20.57
2023-12-21 12:00:00,150.0,150.43,2.0,1.88,17.23
2023-12-21 12:15:00,150.0,150.47,2.0,1.91,24.18
2023-12-21 12:30:00,150.0,150.53,1.34,1.28,29.65
2023-12-21 12:45:00,150.0,150.45,-1.0,-1.04,9.23
2023-12-21 13:00:00,150.0,150.54,-1.0,-1.16,0.0
