signal_timestamp,regime,volatility_expansion_metrics,theoretical_entry,actual_option_selected,bid,ask,spread,midpoint,paper_fill,MFE,MAE,exit_reason,expected_R,realized_R
2022-08-04 12:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.49,150.51,1.03,150.0,150.51,13.85,3.32,TARGET,2.0,1.79
2022-08-04 12:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.46,150.54,1.08,150.0,150.54,7.7,17.0,STOP_LOSS,-1.0,-1.08
2022-08-04 12:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.59,150.41,0.83,150.0,150.41,4.4,10.23,STOP_LOSS,-1.0,-1.17
2022-08-04 13:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.47,150.53,1.07,150.0,150.53,0.0,5.4,STOP_LOSS,-1.0,-1.21
2022-08-04 13:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.53,150.47,0.93,150.0,150.47,23.45,19.6,STOP_LOSS,-1.0,-1.05
2022-08-04 13:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.57,150.43,0.87,150.0,150.43,13.48,0.0,TARGET,2.0,1.83
2022-08-04 13:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.52,150.48,0.95,150.0,150.48,2.58,6.08,STOP_LOSS,-1.0,-1.19
2022-08-04 14:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.57,150.43,0.87,150.0,150.43,22.3,15.88,STOP_LOSS,-1.0,-1.06
2022-08-04 14:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.49,150.51,1.03,150.0,150.51,3.15,15.75,STOP_LOSS,-1.0,-1.08
2022-08-04 14:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.48,150.52,1.03,150.0,150.52,0.0,8.5,STOP_LOSS,-1.0,-1.14
2022-08-19 11:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.46,150.54,1.07,150.0,150.54,42.6,5.6,TARGET,2.0,1.95
2022-08-19 11:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.57,150.43,0.86,150.0,150.43,58.48,8.38,TARGET,2.0,1.97
2022-08-19 11:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.5,150.5,1.0,150.0,150.5,55.93,0.0,TARGET,2.0,1.96
2022-08-19 11:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.59,150.41,0.83,150.0,150.41,38.42,23.0,EOD_SQUAREOFF,0.5,0.47
2022-08-19 12:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.52,150.48,0.95,150.0,150.48,19.52,0.0,TARGET,2.0,1.9
2022-08-19 12:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.53,150.47,0.95,150.0,150.47,11.27,1.1,TARGET,2.0,1.81
2022-08-19 12:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.54,150.46,0.92,150.0,150.46,8.02,33.15,STOP_LOSS,-1.0,-1.03
2022-08-19 12:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.55,150.45,0.91,150.0,150.45,8.8,9.58,STOP_LOSS,-1.0,-1.1
2022-08-19 13:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.56,150.44,0.87,150.0,150.44,0.0,13.58,STOP_LOSS,-1.0,-1.07
2022-08-19 13:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.58,150.42,0.84,150.0,150.42,0.0,5.05,STOP_LOSS,-1.0,-1.17
2022-08-19 13:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.48,150.52,1.05,150.0,150.52,17.75,1.5,TARGET,2.0,1.85
2022-08-19 13:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.57,150.43,0.85,150.0,150.43,31.75,14.77,EOD_SQUAREOFF,0.37,0.32
2022-08-19 14:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.53,150.47,0.94,150.0,150.47,19.85,16.08,STOP_LOSS,-1.0,-1.06
2022-08-19 14:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.54,150.46,0.91,150.0,150.46,0.0,7.4,STOP_LOSS,-1.0,-1.17
2022-08-19 14:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.59,150.41,0.82,150.0,150.41,11.18,0.0,TARGET,2.0,1.84
2022-08-30 10:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.57,150.43,0.85,150.0,150.43,17.18,1.55,TARGET,2.0,1.9
2022-08-30 10:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.54,150.46,0.91,150.0,150.46,38.88,2.35,TARGET,2.0,1.95
2022-08-30 11:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.49,150.51,1.03,150.0,150.51,14.02,2.65,TARGET,2.0,1.82
2022-08-30 11:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.59,150.41,0.82,150.0,150.41,23.88,3.8,TARGET,2.0,1.93
2022-08-30 11:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.47,150.53,1.07,150.0,150.53,12.68,4.95,TARGET,2.0,1.8
2022-08-30 11:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.51,150.49,0.98,150.0,150.49,18.38,6.8,TARGET,2.0,1.89
2022-08-30 12:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.5,150.5,1.0,150.0,150.5,21.35,1.57,TARGET,2.0,1.91
2022-08-30 12:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.48,150.52,1.04,150.0,150.52,25.55,2.73,TARGET,2.0,1.91
2022-08-30 12:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.47,150.53,1.06,150.0,150.53,14.8,0.0,TARGET,2.0,1.85
2022-08-30 12:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.49,150.51,1.03,150.0,150.51,12.78,0.0,TARGET,2.0,1.83
2022-08-30 13:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.54,150.46,0.92,150.0,150.46,20.9,0.0,TARGET,2.0,1.91
2022-08-30 13:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.6,150.4,0.8,150.0,150.4,17.48,2.15,TARGET,2.0,1.9
2022-08-30 13:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.55,150.45,0.91,150.0,150.45,11.2,0.0,TARGET,2.0,1.82
2022-08-30 13:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.53,150.47,0.94,150.0,150.47,31.27,11.77,TARGET,2.0,1.94
2022-08-30 14:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.46,150.54,1.07,150.0,150.54,15.0,5.75,TARGET,2.0,1.85
2022-08-30 14:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.46,150.54,1.08,150.0,150.54,16.55,0.0,TARGET,2.0,1.85
2022-08-30 14:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.51,150.49,0.98,150.0,150.49,29.33,4.72,TARGET,2.0,1.93
2022-09-14 11:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.6,150.4,0.81,150.0,150.4,12.62,1.8,TARGET,2.0,1.87
2022-09-14 11:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.49,150.51,1.03,150.0,150.51,10.85,3.58,TARGET,2.0,1.79
2022-09-14 11:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.56,150.44,0.87,150.0,150.44,29.17,3.12,TARGET,2.0,1.94
2022-09-14 12:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.51,150.49,0.97,150.0,150.49,18.07,0.0,TARGET,2.0,1.89
2022-09-14 12:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.45,150.55,1.09,150.0,150.55,18.05,0.0,TARGET,2.0,1.87
2022-09-14 12:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.51,150.49,0.98,150.0,150.49,17.15,2.3,TARGET,2.0,1.87
2022-09-14 12:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.48,150.52,1.04,150.0,150.52,2.68,12.57,STOP_LOSS,-1.0,-1.08
2022-09-14 13:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.55,150.45,0.9,150.0,150.45,11.75,0.0,TARGET,2.0,1.82
2022-09-14 13:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.48,150.52,1.04,150.0,150.52,4.73,25.67,STOP_LOSS,-1.0,-1.05
2022-09-14 13:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.57,150.43,0.85,150.0,150.43,8.2,5.72,STOP_LOSS,-1.0,-1.17
2022-09-14 13:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.45,150.55,1.09,150.0,150.55,0.0,5.88,STOP_LOSS,-1.0,-1.22
2022-09-14 14:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.56,150.44,0.89,150.0,150.44,16.88,0.0,TARGET,2.0,1.89
2022-09-14 14:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.57,150.43,0.87,150.0,150.43,9.25,27.4,STOP_LOSS,-1.0,-1.03
2022-09-14 14:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.48,150.52,1.03,150.0,150.52,0.0,21.05,STOP_LOSS,-1.0,-1.08
2022-09-16 13:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.55,150.45,0.9,150.0,150.45,21.9,0.0,TARGET,2.0,1.91
2022-09-16 13:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.47,150.53,1.07,150.0,150.53,50.98,9.12,EOD_SQUAREOFF,1.19,1.15
2022-09-16 13:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.55,150.45,0.91,150.0,150.45,13.92,0.0,TARGET,2.0,1.82
2022-09-16 13:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.54,150.46,0.92,150.0,150.46,33.1,23.5,STOP_LOSS,-1.0,-1.05
2022-09-16 14:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.51,150.49,0.98,150.0,150.49,27.6,0.0,TARGET,2.0,1.93
2022-09-16 14:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.6,150.4,0.81,150.0,150.4,12.42,22.5,STOP_LOSS,-1.0,-1.05
2022-09-16 14:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.47,150.53,1.05,150.0,150.53,0.0,6.68,STOP_LOSS,-1.0,-1.21
2022-09-23 10:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.58,150.42,0.84,150.0,150.42,43.23,18.45,TARGET,2.0,1.96
2022-09-23 12:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.51,150.49,0.97,150.0,150.49,35.27,6.15,TARGET,2.0,1.94
2022-09-23 12:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.5,150.5,0.99,150.0,150.5,50.52,11.73,TARGET,2.0,1.96
2022-09-23 13:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.48,150.52,1.05,150.0,150.52,11.32,0.0,TARGET,2.0,1.79
2022-09-23 13:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.55,150.45,0.9,150.0,150.45,0.95,10.07,STOP_LOSS,-1.0,-1.11
2022-09-23 13:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.6,150.4,0.8,150.0,150.4,34.67,11.52,TARGET,2.0,1.94
2022-09-23 13:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.55,150.45,0.9,150.0,150.45,38.73,8.48,EOD_SQUAREOFF,1.01,0.97
2022-09-23 14:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.46,150.54,1.08,150.0,150.54,15.15,0.0,TARGET,2.0,1.85
2022-09-23 14:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.48,150.52,1.04,150.0,150.52,12.08,2.02,TARGET,2.0,1.79
2022-09-23 14:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.53,150.47,0.94,150.0,150.47,15.6,21.2,EOD_SQUAREOFF,-0.01,-0.04
2022-09-29 10:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.59,150.41,0.83,150.0,150.41,39.55,12.67,TARGET,2.0,1.96
2022-09-29 10:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.45,150.55,1.09,150.0,150.55,3.73,9.73,STOP_LOSS,-1.0,-1.16
2022-09-29 11:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.46,150.54,1.09,150.0,150.54,42.3,6.55,TARGET,2.0,1.95
2022-09-29 11:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.5,150.5,1.0,150.0,150.5,13.35,1.45,TARGET,2.0,1.8
2022-09-29 11:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.5,150.5,0.99,150.0,150.5,20.42,0.0,TARGET,2.0,1.89
2022-09-29 12:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.55,150.45,0.91,150.0,150.45,44.57,16.78,EOD_SQUAREOFF,1.03,0.99
2022-09-29 12:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.58,150.42,0.84,150.0,150.42,7.73,6.08,STOP_LOSS,-1.0,-1.17
2022-09-29 12:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.56,150.44,0.89,150.0,150.44,12.57,4.93,TARGET,2.0,1.85
2022-09-29 12:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.45,150.55,1.09,150.0,150.55,41.25,0.0,TARGET,2.0,1.94
2022-09-29 13:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.53,150.47,0.95,150.0,150.47,24.8,17.12,STOP_LOSS,-1.0,-1.06
2022-09-29 13:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.46,150.54,1.09,150.0,150.54,13.05,12.68,STOP_LOSS,-1.0,-1.09
2022-09-29 13:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.56,150.44,0.89,150.0,150.44,9.6,5.68,STOP_LOSS,-1.0,-1.18
2022-09-29 13:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.6,150.4,0.8,150.0,150.4,5.52,12.25,STOP_LOSS,-1.0,-1.07
2022-09-29 14:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.5,150.5,0.99,150.0,150.5,8.0,18.73,STOP_LOSS,-1.0,-1.06
2022-09-29 14:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.54,150.46,0.93,150.0,150.46,10.55,0.0,TARGET,2.0,1.81
2022-09-29 14:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.55,150.45,0.9,150.0,150.45,7.65,6.8,STOP_LOSS,-1.0,-1.18
2022-09-30 10:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.45,150.55,1.1,150.0,150.55,99.45,0.0,TARGET,2.0,1.98
2022-09-30 10:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.45,150.55,1.09,150.0,150.55,16.27,0.0,TARGET,2.0,1.86
2022-09-30 10:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.52,150.48,0.95,150.0,150.48,79.92,17.65,TARGET,2.0,1.98
2022-09-30 11:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.51,150.49,0.98,150.0,150.49,10.55,7.25,STOP_LOSS,-1.0,-1.16
2022-09-30 11:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.55,150.45,0.91,150.0,150.45,33.67,5.93,TARGET,2.0,1.95
2022-09-30 11:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.58,150.42,0.84,150.0,150.42,10.92,0.0,TARGET,2.0,1.83
2022-09-30 11:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.49,150.51,1.02,150.0,150.51,38.73,12.38,TARGET,2.0,1.95
2022-09-30 12:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.54,150.46,0.91,150.0,150.46,42.15,2.35,TARGET,2.0,1.95
2022-09-30 12:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.46,150.54,1.08,150.0,150.54,15.45,0.0,TARGET,2.0,1.84
2022-09-30 12:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.48,150.52,1.04,150.0,150.52,36.35,0.0,TARGET,2.0,1.94
2022-09-30 12:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.5,150.5,0.99,150.0,150.5,49.75,13.25,EOD_SQUAREOFF,-0.2,-0.24
2022-09-30 13:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.48,150.52,1.03,150.0,150.52,6.77,8.8,STOP_LOSS,-1.0,-1.14
2022-09-30 13:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.54,150.46,0.92,150.0,150.46,10.73,0.0,TARGET,2.0,1.82
2022-09-30 13:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.47,150.53,1.05,150.0,150.53,23.25,0.0,TARGET,2.0,1.91
2022-09-30 13:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.46,150.54,1.08,150.0,150.54,30.6,19.42,STOP_LOSS,-1.0,-1.07
2022-09-30 14:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.58,150.42,0.85,150.0,150.42,17.98,3.92,TARGET,2.0,1.89
2022-09-30 14:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.51,150.49,0.98,150.0,150.49,11.62,19.25,STOP_LOSS,-1.0,-1.06
2022-09-30 14:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.46,150.54,1.08,150.0,150.54,0.0,11.0,STOP_LOSS,-1.0,-1.15
2022-10-03 10:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.58,150.42,0.84,150.0,150.42,8.85,22.65,STOP_LOSS,-1.0,-1.04
2022-10-03 10:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.59,150.41,0.83,150.0,150.41,11.08,3.55,TARGET,2.0,1.83
2022-10-03 11:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.56,150.44,0.87,150.0,150.44,8.8,6.3,STOP_LOSS,-1.0,-1.15
2022-10-03 14:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.49,150.51,1.01,150.0,150.51,44.98,12.15,TARGET,2.0,1.95
2022-10-03 14:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.53,150.47,0.93,150.0,150.47,40.95,11.4,TARGET,2.0,1.95
2022-10-03 14:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.47,150.53,1.06,150.0,150.53,30.3,0.0,TARGET,2.0,1.93
2022-10-11 10:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.48,150.52,1.05,150.0,150.52,8.35,31.17,STOP_LOSS,-1.0,-1.04
2022-10-11 11:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.47,150.53,1.06,150.0,150.53,2.72,12.8,STOP_LOSS,-1.0,-1.09
2022-10-11 11:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.48,150.52,1.04,150.0,150.52,1.25,7.73,STOP_LOSS,-1.0,-1.14
2022-10-11 12:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.59,150.41,0.81,150.0,150.41,61.52,7.6,TARGET,2.0,1.97
2022-10-11 12:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.5,150.5,1.0,150.0,150.5,0.0,21.27,STOP_LOSS,-1.0,-1.05
2022-10-11 13:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.59,150.41,0.81,150.0,150.41,41.68,9.7,TARGET,2.0,1.96
2022-10-11 13:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.54,150.46,0.93,150.0,150.46,9.48,6.95,STOP_LOSS,-1.0,-1.19
2022-10-11 13:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.5,150.5,1.0,150.0,150.5,12.58,5.05,TARGET,2.0,1.84
