timestamp,strike,option_type,bid,ask,spread,spread_pct,underlying_price,theoretical_fill,realistic_fill,fill_degradation
2022-08-19 13:15:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17810.4,150.0,149.65,0.3499999999999943
2022-08-19 13:30:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17807.8,150.0,149.65,0.3499999999999943
2022-08-19 13:45:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17774.65,150.0,149.65,0.3499999999999943
2022-08-19 14:00:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17750.85,150.0,149.65,0.3499999999999943
2022-08-19 14:15:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17763.55,150.0,149.65,0.3499999999999943
2022-08-19 14:30:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17798.65,150.0,149.65,0.3499999999999943
2022-08-30 10:30:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17485.35,150.0,150.35,-0.3499999999999943
2022-08-30 10:45:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17518.9,150.0,150.35,-0.3499999999999943
2022-08-30 11:00:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17525.7,150.0,150.35,-0.3499999999999943
2022-08-30 11:15:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17543.15,150.0,150.35,-0.3499999999999943
2022-08-30 11:30:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17546.1,150.0,150.35,-0.3499999999999943
2022-08-30 11:45:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17554.15,150.0,150.35,-0.3499999999999943
2022-08-30 12:00:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17561.85,150.0,150.35,-0.3499999999999943
2022-08-30 12:15:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17581.95,150.0,150.35,-0.3499999999999943
2022-08-30 12:30:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17590.75,150.0,150.35,-0.3499999999999943
2022-08-30 12:45:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17600.35,150.0,150.35,-0.3499999999999943
2022-08-30 13:00:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17620.4,150.0,150.35,-0.3499999999999943
2022-08-30 13:15:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17634.85,150.0,150.35,-0.3499999999999943
2022-08-30 13:30:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17639.8,150.0,150.35,-0.3499999999999943
2022-08-30 13:45:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17668.5,150.0,150.35,-0.3499999999999943
2022-08-30 14:00:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17659.5,150.0,150.35,-0.3499999999999943
2022-08-30 14:15:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17662.6,150.0,150.35,-0.3499999999999943
2022-08-30 14:30:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17690.6,150.0,150.35,-0.3499999999999943
2022-09-14 11:15:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17948.45,150.0,150.35,-0.3499999999999943
2022-09-14 11:30:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17952.0,150.0,150.35,-0.3499999999999943
2022-09-14 11:45:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17972.7,150.0,150.35,-0.3499999999999943
2022-09-14 12:00:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17984.4,150.0,150.35,-0.3499999999999943
2022-09-14 12:15:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,18001.4,150.0,150.35,-0.3499999999999943
2022-09-14 12:30:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,18016.85,150.0,150.35,-0.3499999999999943
2022-09-14 12:45:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,18041.8,150.0,150.35,-0.3499999999999943
2022-09-14 13:00:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,18019.1,150.0,150.35,-0.3499999999999943
2022-09-14 13:15:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,18055.3,150.0,150.35,-0.3499999999999943
2022-09-14 13:30:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,18048.35,150.0,150.35,-0.3499999999999943
2022-09-14 13:45:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,18048.65,150.0,150.35,-0.3499999999999943
2022-09-14 14:00:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,18019.6,150.0,150.35,-0.3499999999999943
2022-09-14 14:15:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,18072.15,150.0,150.35,-0.3499999999999943
2022-09-14 14:30:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,18085.6,150.0,150.35,-0.3499999999999943
2022-09-16 13:00:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17655.4,150.0,149.65,0.3499999999999943
2022-09-16 13:15:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17600.65,150.0,149.65,0.3499999999999943
2022-09-16 13:30:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17610.1,150.0,149.65,0.3499999999999943
2022-09-16 13:45:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17571.9,150.0,149.65,0.3499999999999943
2022-09-16 14:00:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17560.9,150.0,149.65,0.3499999999999943
2022-09-16 14:15:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17530.55,150.0,149.65,0.3499999999999943
2022-09-16 14:30:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17561.1,150.0,149.65,0.3499999999999943
2022-09-23 10:45:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17436.55,150.0,149.65,0.3499999999999943
2022-09-23 12:15:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17432.3,150.0,149.65,0.3499999999999943
2022-09-23 12:45:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17395.5,150.0,149.65,0.3499999999999943
2022-09-23 13:00:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17408.05,150.0,149.65,0.3499999999999943
2022-09-23 13:15:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17392.15,150.0,149.65,0.3499999999999943
2022-09-23 13:30:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17392.8,150.0,149.65,0.3499999999999943
2022-09-23 13:45:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17370.45,150.0,149.65,0.3499999999999943
2022-09-23 14:00:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17372.9,150.0,149.65,0.3499999999999943
2022-09-23 14:15:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17365.95,150.0,149.65,0.3499999999999943
2022-09-23 14:30:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17324.2,150.0,149.65,0.3499999999999943
2022-09-29 10:30:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,16951.5,150.0,149.65,0.3499999999999943
2022-09-29 10:45:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,16942.2,150.0,149.65,0.3499999999999943
2022-09-29 11:15:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,16929.55,150.0,149.65,0.3499999999999943
2022-09-29 11:30:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,16939.3,150.0,149.65,0.3499999999999943
2022-09-29 11:45:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,16924.3,150.0,149.65,0.3499999999999943
2022-09-29 12:00:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,16878.1,150.0,149.65,0.3499999999999943
2022-09-29 12:15:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,16894.3,150.0,149.65,0.3499999999999943
2022-09-29 12:30:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,16899.85,150.0,149.65,0.3499999999999943
2022-09-29 12:45:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,16871.45,150.0,149.65,0.3499999999999943
2022-09-29 13:00:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,16838.55,150.0,149.65,0.3499999999999943
2022-09-29 13:15:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,16815.05,150.0,149.65,0.3499999999999943
2022-09-29 13:30:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,16818.6,150.0,149.65,0.3499999999999943
2022-09-29 13:45:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,16825.3,150.0,149.65,0.3499999999999943
2022-09-29 14:00:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,16814.25,150.0,149.65,0.3499999999999943
2022-09-29 14:15:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,16833.55,150.0,149.65,0.3499999999999943
2022-09-29 14:30:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,16839.85,150.0,149.65,0.3499999999999943
2022-09-30 10:15:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,16848.4,150.0,150.35,-0.3499999999999943
2022-09-30 10:30:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,16864.4,150.0,150.35,-0.3499999999999943
2022-09-30 10:45:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,16943.0,150.0,150.35,-0.3499999999999943
2022-09-30 11:00:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,16932.55,150.0,150.35,-0.3499999999999943
2022-09-30 11:15:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,16940.95,150.0,150.35,-0.3499999999999943
2022-09-30 11:30:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,16932.95,150.0,150.35,-0.3499999999999943
2022-09-30 11:45:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,16969.85,150.0,150.35,-0.3499999999999943
2022-09-30 12:00:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,16985.15,150.0,150.35,-0.3499999999999943
2022-09-30 12:15:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,16994.15,150.0,150.35,-0.3499999999999943
2022-09-30 12:30:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17030.15,150.0,150.35,-0.3499999999999943
2022-09-30 12:45:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17087.3,150.0,150.35,-0.3499999999999943
2022-09-30 13:00:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17089.25,150.0,150.35,-0.3499999999999943
2022-09-30 13:15:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17071.35,150.0,150.35,-0.3499999999999943
2022-09-30 13:30:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17094.1,150.0,150.35,-0.3499999999999943
2022-09-30 13:45:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17125.6,150.0,150.35,-0.3499999999999943
2022-09-30 14:00:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17137.6,150.0,150.35,-0.3499999999999943
2022-09-30 14:15:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17163.55,150.0,150.35,-0.3499999999999943
2022-09-30 14:30:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17170.6,150.0,150.35,-0.3499999999999943
2022-10-03 10:30:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,16964.05,150.0,149.65,0.3499999999999943
2022-10-03 10:45:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,16968.5,150.0,149.65,0.3499999999999943
2022-10-03 11:00:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,16964.2,150.0,149.65,0.3499999999999943
2022-10-03 14:00:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,16954.05,150.0,149.65,0.3499999999999943
2022-10-03 14:15:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,16937.5,150.0,149.65,0.3499999999999943
2022-10-03 14:30:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,16930.75,150.0,149.65,0.3499999999999943
2022-10-11 10:30:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17133.5,150.0,149.65,0.3499999999999943
2022-10-11 11:00:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17149.6,150.0,149.65,0.3499999999999943
2022-10-11 11:15:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17149.95,150.0,149.65,0.3499999999999943
2022-10-11 12:30:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17149.95,150.0,149.65,0.3499999999999943
2022-10-11 12:45:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17113.0,150.0,149.65,0.3499999999999943
2022-10-11 13:15:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17123.95,150.0,149.65,0.3499999999999943
2022-10-11 13:30:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17121.5,150.0,149.65,0.3499999999999943
2022-10-11 13:45:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17131.15,150.0,149.65,0.3499999999999943
2022-10-11 14:00:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17121.75,150.0,149.65,0.3499999999999943
2022-10-11 14:15:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17134.8,150.0,149.65,0.3499999999999943
2022-10-11 14:30:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17087.85,150.0,149.65,0.3499999999999943
2022-12-15 10:15:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,18565.05,150.0,149.65,0.3499999999999943
2022-12-15 11:30:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,18569.1,150.0,149.65,0.3499999999999943
2022-12-15 12:00:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,18552.5,150.0,149.65,0.3499999999999943
2022-12-15 12:15:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,18548.6,150.0,149.65,0.3499999999999943
2022-12-15 12:30:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,18541.25,150.0,149.65,0.3499999999999943
2022-12-15 12:45:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,18526.55,150.0,149.65,0.3499999999999943
2022-12-15 13:00:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,18521.9,150.0,149.65,0.3499999999999943
2022-12-15 13:15:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,18521.45,150.0,149.65,0.3499999999999943
2022-12-15 13:30:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,18515.9,150.0,149.65,0.3499999999999943
2022-12-15 13:45:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,18519.0,150.0,149.65,0.3499999999999943
2022-12-15 14:00:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,18505.25,150.0,149.65,0.3499999999999943
2022-12-15 14:15:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,18521.25,150.0,149.65,0.3499999999999943
2022-12-15 14:30:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,18496.4,150.0,149.65,0.3499999999999943
2022-12-21 10:30:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,18351.45,150.0,149.65,0.3499999999999943
2022-12-21 10:45:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,18358.15,150.0,149.65,0.3499999999999943
2022-12-21 11:00:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,18350.25,150.0,149.65,0.3499999999999943
2022-12-21 11:15:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,18361.2,150.0,149.65,0.3499999999999943
2022-12-21 11:30:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,18360.7,150.0,149.65,0.3499999999999943
2022-12-21 12:00:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,18367.6,150.0,149.65,0.3499999999999943
2022-12-21 12:15:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,18329.1,150.0,149.65,0.3499999999999943
2022-12-21 12:30:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,18314.65,150.0,149.65,0.3499999999999943
2022-12-21 12:45:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,18294.7,150.0,149.65,0.3499999999999943
2022-12-21 13:00:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,18269.95,150.0,149.65,0.3499999999999943
2022-12-21 13:15:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,18299.95,150.0,149.65,0.3499999999999943
2022-12-21 13:30:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,18270.55,150.0,149.65,0.3499999999999943
2022-12-21 13:45:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,18277.0,150.0,149.65,0.3499999999999943
2022-12-21 14:00:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,18192.9,150.0,149.65,0.3499999999999943
2022-12-21 14:15:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,18224.25,150.0,149.65,0.3499999999999943
2022-12-21 14:30:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,18249.15,150.0,149.65,0.3499999999999943
2022-12-23 10:15:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17955.45,150.0,149.65,0.3499999999999943
2022-12-23 10:30:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17919.9,150.0,149.65,0.3499999999999943
2022-12-23 10:45:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17939.75,150.0,149.65,0.3499999999999943
2022-12-23 11:00:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17947.0,150.0,149.65,0.3499999999999943
2022-12-23 11:15:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17951.35,150.0,149.65,0.3499999999999943
2022-12-23 11:30:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17910.4,150.0,149.65,0.3499999999999943
2022-12-23 11:45:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17884.7,150.0,149.65,0.3499999999999943
2022-12-23 12:00:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17870.65,150.0,149.65,0.3499999999999943
2022-12-23 12:15:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17906.75,150.0,149.65,0.3499999999999943
2022-12-23 12:30:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17923.35,150.0,149.65,0.3499999999999943
2022-12-23 12:45:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17915.65,150.0,149.65,0.3499999999999943
2022-12-23 13:00:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17897.1,150.0,149.65,0.3499999999999943
2022-12-23 13:15:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17898.0,150.0,149.65,0.3499999999999943
2022-12-23 13:30:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17903.0,150.0,149.65,0.3499999999999943
2022-12-23 13:45:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17854.1,150.0,149.65,0.3499999999999943
2022-12-23 14:00:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17863.6,150.0,149.65,0.3499999999999943
2022-12-23 14:15:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17835.25,150.0,149.65,0.3499999999999943
2022-12-23 14:30:00,ATM,PE,149.65,150.35,0.7,0.004666666666666666,17867.95,150.0,149.65,0.3499999999999943
2022-12-26 11:00:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17960.5,150.0,150.35,-0.3499999999999943
2022-12-26 11:30:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17967.1,150.0,150.35,-0.3499999999999943
2022-12-26 11:45:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17998.3,150.0,150.35,-0.3499999999999943
2022-12-26 12:00:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17992.6,150.0,150.35,-0.3499999999999943
2022-12-26 12:15:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,18001.1,150.0,150.35,-0.3499999999999943
2022-12-26 12:30:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17979.8,150.0,150.35,-0.3499999999999943
2022-12-26 12:45:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17978.45,150.0,150.35,-0.3499999999999943
2022-12-26 13:00:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17984.15,150.0,150.35,-0.3499999999999943
2022-12-26 13:15:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17991.4,150.0,150.35,-0.3499999999999943
2022-12-26 13:30:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17984.65,150.0,150.35,-0.3499999999999943
2022-12-26 13:45:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,18003.45,150.0,150.35,-0.3499999999999943
2022-12-26 14:00:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,17987.05,150.0,150.35,-0.3499999999999943
2022-12-26 14:15:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,18012.65,150.0,150.35,-0.3499999999999943
2022-12-26 14:30:00,ATM,CE,149.65,150.35,0.7,0.004666666666666666,18029.55,150.0,150.35,-0.3499999999999943
